Ticker,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume
TWLO,17400000000.0,,-0.0032,-0.0039000000000000003,-0.0038,4.78,4.78,0.13,0.14,0.4949,0.0060999999999999995,-0.0074,May 01/a,113.98,-0.016399999999999998,768219.0
TXN,160120000000.0,0.0311,0.1413,0.2904,0.16570000000000001,5.26,3.37,0.78,0.78,0.5802,0.3429,0.30210000000000004,Apr 23/a,176.25,-0.022000000000000002,3883474.0
TXRH,12590000000.0,0.0141,0.1442,0.33549999999999996,0.1923,0.47,0.41,0.64,0.66,0.1405,0.0993,0.0789,May 08/a,189.76,0.0055000000000000005,249031.0
TXT,13180000000.0,0.0011,0.049800000000000004,0.11699999999999999,0.0757,1.66,0.69,0.51,0.56,0.1885,0.0616,0.059800000000000006,Apr 24/b,72.99,-0.0067,282050.0
UAL,24360000000.0,,0.0495,0.3357,0.0876,0.78,0.72,2.31,2.61,0.2958,0.09699999999999999,0.0634,Apr 15/a,74.58,-0.0187,2447030.0
UBER,184130000000.0,,0.2659,0.7439,0.38670000000000004,1.02,1.02,0.45,0.51,0.3207,0.09970000000000001,0.2707,May 07/b,88.05,0.0006,10259167.0
UBS,97630000000.0,0.031,0.0032,0.0583,0.0121,3.36,,3.76,4.28,,0.0732,0.0599,Apr 30/b,31.83,-0.009000000000000001,1159196.0
UDR,13060000000.0,0.043899999999999995,0.011200000000000002,0.034,0.013000000000000001,,,1.72,1.85,0.2245,0.1734,0.0704,Apr 30/a,39.42,-0.0168,1150648.0
UL,159060000000.0,0.0327,0.075,0.3053,0.135,0.76,0.56,1.22,1.53,,0.184,0.09449999999999999,Feb 13/b,63.66,0.0055000000000000005,806212.0
UMC,19710000000.0,0.050499999999999996,0.0785,0.1165,0.10339999999999999,2.63,2.14,0.13,0.18,0.3004,0.2059,0.1893,Apr 23/a,7.85,-0.0273,5533810.0
UNH,266339999999.99997,0.0296,0.07440000000000001,0.2433,0.1329,0.85,,0.75,0.86,,0.0816,0.053899999999999997,Apr 17/b,293.6,-0.0103,11572900.0
UNM,13920000000.0,0.0222,0.0291,0.14679999999999999,0.10710000000000001,,,0.31,0.33,,0.1795,0.1231,Apr 29/a,79.86,0.0028000000000000004,311755.0
UNP,132919999999.99998,0.0242,0.0992,0.42469999999999997,0.142,0.73,0.61,1.96,2.11,0.4539,0.39909999999999995,0.2777,Apr 24/b,222.47,-0.0018,1073963.0
UPS,81000000000.0,0.06849999999999999,0.0861,0.35960000000000003,0.1514,1.09,1.09,1.47,1.63,0.1815,0.0962,0.0646,Apr 29/b,95.66,-0.013500000000000002,1444757.0
USB,66950000000.0,0.0472,0.0098,0.115,0.0525,0.58,,1.0,1.28,,0.19920000000000002,0.15,Apr 16/b,42.97,-0.0034999999999999996,2592732.0
USFD,17640000000.0,,0.039,0.1116,0.056600000000000004,1.17,0.74,1.02,1.09,0.17379999999999998,0.0339,0.0138,May 08/b,76.24,0.0046,770357.0
V,687840000000.0,0.0068000000000000005,0.2121,0.5003,0.35810000000000003,1.08,1.08,0.44,0.55,0.7709999999999999,0.6739,0.5221,Apr 29/a,354.71,-0.0091,2403859.0
VALE,40960000000.0,0.08560000000000001,0.0663,0.1598,0.11449999999999999,1.11,0.74,0.44,0.46,0.3531,0.2828,0.15380000000000002,Apr 24/b,9.6,0.0016,19238142.0
VEEV,37980000000.0,,0.10779999999999999,0.1363,0.1211,4.51,4.51,0.01,0.01,0.7453,0.25170000000000003,0.26,May 28/a,233.09,-0.0104,385893.0
VG,27760000000.0,0.0037,,,,1.73,1.67,4.64,4.68,,,,May 13/b,11.47,0.0446,3520633.0
VICI,33159999999.999996,0.0559,0.0587,0.1012,0.061200000000000004,,,0.62,0.67,0.9921,0.9003,0.6781,Apr 30/a,31.38,0.005699999999999999,2145142.0
VIK,19450000000.0,,0.054299999999999994,,0.1108,0.63,0.61,,,0.3712,0.2065,0.096,May 20/b,43.92,0.0175,1276442.0
VLO,40300000000.0,0.035,0.0152,0.0373,0.0273,1.56,1.09,0.44,0.46,0.025699999999999997,0.0181,0.0072,Apr 24/b,128.68,-0.0003,1034144.0
VLTO,24950000000.0,0.0037,0.14150000000000001,0.4619,0.1772,2.19,1.92,1.14,1.14,0.5937,0.2343,0.1656,Apr 29/a,100.66,-0.0032,328600.0
VMC,35580000000.0,0.0072,0.0617,0.121,0.069,2.42,1.51,0.67,0.68,0.27440000000000003,0.2048,0.125,Apr 30/b,269.37,-0.0085,326097.0
VOD,25870000000.0,0.049800000000000004,-0.0296,-0.0717,-0.041100000000000005,1.26,1.23,0.87,1.01,0.3343,0.1082,-0.1092,May 20/b,10.44,-0.01,20084000.0
VRT,39930000000.0,0.0013,0.0782,0.3282,0.11599999999999999,1.72,1.28,1.15,1.18,0.34119999999999995,0.1739,0.07919999999999999,Apr 23/b,104.76,0.0054,2453918.0
VRTX,111690000000.0,,-0.042300000000000004,-0.0564,-0.0545,2.65,2.29,0.1,0.1,0.8595999999999999,-0.029900000000000003,-0.0895,May 05/a,434.92,0.002,581926.0
VST,53820000000.0,0.0060999999999999995,0.0635,0.4629,0.10869999999999999,0.86,0.77,3.26,3.67,0.41840000000000005,0.34850000000000003,0.1027,May 07/b,158.61,0.025099999999999997,4215784.0
VTR,86740000000.0,0.0301,0.005600000000000001,0.013600000000000001,0.006,,,1.07,1.13,0.1942,0.151,0.027999999999999997,Apr 30/a,64.07,0.0067,604583.0
VZ,182900000000.0,0.06309999999999999,0.046799999999999994,0.18230000000000002,0.0738,0.56,0.53,1.39,1.67,0.4656,0.2296,0.13140000000000002,Apr 22/b,43.38,0.0058,5990330.0
WAB,34229999999.999996,0.0044,0.058499999999999996,0.10619999999999999,0.0783,1.34,0.73,0.36,0.42,0.3018,0.16210000000000002,0.10529999999999999,Apr 23/b,200.0,-0.0009,195189.0
WBD,22250000000.0,,-0.0975,-0.27690000000000003,-0.1577,0.84,0.84,1.02,1.11,0.2501,0.0147,-0.2818,May 08/b,8.99,-0.0028000000000000004,14694111.0
WCN,50750000000.0,0.006500000000000001,0.032,0.0796,0.0377,0.7,0.7,1.08,1.09,0.289,0.1251,0.0693,Apr 23/a,196.41,0.0077,368128.0
WDAY,64410000000.0,,0.0294,0.057,0.039900000000000005,2.01,1.85,0.37,0.38,0.7558,0.0706,0.056100000000000004,May 22/a,240.67,-0.11539999999999999,7081324.0
WDC,17500000000.0,0.002,0.10830000000000001,0.2845,0.1795,1.56,1.31,1.01,1.49,0.40090000000000003,0.22,0.1297,Apr 30/b,50.15,0.0063,2067868.0
WDS,26440000000.0,0.0559,0.061200000000000004,0.1023,0.0779,1.29,1.17,0.29,0.33,0.40270000000000006,0.3709,0.2556,Feb 24/a,13.95,0.0128,215326.0
WEC,33950000000.000004,0.0335,0.0354,0.12960000000000002,0.0552,0.5,0.4,1.27,1.58,0.2879,0.2582,0.1796,May 06/b,106.38,0.0084,740186.0
WELL,97550000000.0,0.0187,0.022099999999999998,0.0352,0.0118,,,0.46,0.5,0.1888,0.1629,0.0683,Apr 28/a,149.17,0.0155,1122300.0
WES,14870000000.0,0.09359999999999999,0.1035,0.3979,0.1264,1.18,1.17,2.17,2.3,0.5205,0.4278,0.35200000000000004,May 07/a,39.01,0.008100000000000001,487582.0
WFC,237730000000.0,0.0232,0.0102,0.1105,0.054400000000000004,0.48,,0.92,1.75,,0.192,0.1521,Apr 11/b,73.06,-0.0046,4156052.0
WIT,29980000000.0,0.0347,0.1075,0.1691,0.1496,2.71,2.7,0.11,0.24,0.3065,0.171,0.14730000000000001,Apr 16/a,2.87,0.0053,2071329.0
WM,95260000000.0,0.0138,0.0693,0.34009999999999996,0.0848,0.83,0.79,2.65,2.76,0.2889,0.1816,0.1167,Apr 28/a,236.73,0.0146,686872.0
WMB,71800000000.0,0.0341,0.0424,0.1832,0.0623,0.4,0.36,1.93,2.2,0.392,0.3015,0.20679999999999998,May 05/a,58.8,0.0182,2953837.0
WMG,13710000000.0,0.0276,0.0487,0.892,0.08789999999999999,0.66,0.64,7.95,8.03,0.4146,0.16620000000000001,0.0704,May 08/b,26.31,0.009000000000000001,516211.0
WMT,769410000000.0,0.0097,0.0729,0.228,0.1354,0.78,0.22,0.66,0.8,0.2488,0.0433,0.0275,May 15/b,96.17,0.0025,7119414.0
WPC,13340000000.0,0.058600000000000006,0.0245,0.050199999999999995,0.0264,,,0.94,0.95,0.5775,0.43310000000000004,0.2666,Apr 29/a,60.92,0.0115,542697.0
WPM,39450000000.0,0.0077,0.083,0.0851,0.0828,11.38,11.38,0.0,0.0,0.6506000000000001,0.5981000000000001,0.42450000000000004,May 08/a,86.95,0.028300000000000002,811007.0
WRB,27720000000.0,0.0105,0.049100000000000005,0.2073,0.145,0.4,,0.34,0.34,,0.1677,0.1243,Apr 21/a,73.07,0.012199999999999999,515160.0
WSM,19500000000.0,0.016399999999999998,0.2165,0.511,0.3383,1.51,0.73,0.53,0.63,0.46259999999999996,0.1841,0.1435,May 22/b,158.63,-0.0109,998046.0
WTRG,10840000000.0,0.0346,0.0347,0.0978,0.0438,0.65,0.57,1.17,1.2,0.42450000000000004,0.3835,0.2717,May 12/b,38.69,0.0032,404399.0
WY,18240000000.0,0.0301,0.0219,0.0371,0.024900000000000002,,,0.52,0.54,0.2531,0.09960000000000001,0.051500000000000004,Apr 24/a,25.15,-0.0040999999999999995,1121264.0
X,10580000000.0,0.0043,0.0048,0.0086,0.0063,1.45,0.75,0.36,0.38,0.0223,-0.01,0.0064,May 01/a,46.74,0.0895,9702037.0
XEL,40030000000.0,0.0331,0.0279,0.1026,0.038599999999999995,0.8,0.7,1.53,1.63,0.2229,0.1775,0.1406,Apr 24/b,69.4,0.0027,1296404.0
XOM,444060000000.0,0.0388,0.08,0.1418,0.11220000000000001,1.24,0.9,0.12,0.14,0.222,0.11599999999999999,0.09759999999999999,May 02/b,103.04,0.0007000000000000001,5471342.0
XPEV,15540000000.0,,-0.060599999999999994,-0.1552,-0.1222,1.21,1.07,0.36,0.58,0.14880000000000002,-0.1408,-0.1017,May 21/b,20.02,-0.023399999999999997,5990463.0
XPO,13870000000.0,,0.0504,0.26239999999999997,0.0702,1.02,1.02,2.39,2.51,0.11289999999999999,0.0867,0.0487,Apr 30/b,117.76,-0.0086,442506.0
XYL,30260000000.0,0.011200000000000002,0.0558,0.0862,0.0708,1.89,1.41,0.18,0.2,0.37520000000000003,0.1281,0.1054,Apr 29/b,124.33,-0.0075,381410.0
XYZ,36120000000.0,,0.0726,0.1293,0.09519999999999999,2.27,2.26,0.28,0.28,0.3735,0.0839,0.1092,May 01/a,58.72,0.0064,4795589.0
YMM,10420000000.0,0.013000000000000001,0.0919,0.10300000000000001,0.0986,7.66,7.66,0.0,0.0,0.5912,0.2833,0.32159999999999994,May 21/b,11.1,-0.004,4787799.0
YPF,14350000000.0,,0.0592,0.15539999999999998,0.08529999999999999,0.79,0.59,0.68,0.88,0.2522,0.0755,0.0849,May 08/b,36.5,0.0106,442246.0
YUM,40510000000.0,0.0195,0.2212,,0.3245,1.4,1.4,,,0.46799999999999997,0.31120000000000003,0.18420000000000003,Apr 30/b,145.75,0.0017000000000000001,351715.0
YUMC,15990000000.0,0.0204,0.08220000000000001,0.1573,0.1204,1.26,1.11,0.32,0.41,0.16940000000000002,0.1195,0.0809,Apr 30/b,42.82,0.0070999999999999995,1671927.0
Z,15910000000.0,,-0.0129,-0.0172,-0.0168,2.46,2.46,0.02,0.14,0.7644,-0.0694,-0.0351,May 07/a,66.08,0.016200000000000003,1029432.0
ZBH,18260000000.0,0.0097,0.04190000000000001,0.0731,0.0481,2.44,1.46,0.53,0.58,0.6231,0.18719999999999998,0.1186,May 05/b,92.29,0.0068000000000000005,751549.0
ZM,24630000000.0,,0.0987,0.1219,0.1173,4.48,4.46,0.0,0.0,0.7585,0.1813,0.2231,May 21/a,80.75,-0.0161,1692655.0
ZS,39490000000.0,,-0.0034999999999999996,-0.0121,-0.009399999999999999,1.15,1.15,0.03,0.77,0.7768,-0.0409,-0.0064,May 29/a,255.21,0.0095,1202990.0
ZTO,10100000000.0,0.040999999999999995,0.10289999999999999,0.1568,0.1506,1.05,1.02,0.01,0.27,0.2966,0.24059999999999998,0.2076,May 20/a,17.01,0.0059,1145534.0
ZTS,72090000000.0,0.0123,0.177,0.5185,0.2504,1.74,1.04,1.16,1.45,0.6948000000000001,0.3701,0.2712,May 06/b,161.92,-0.0003,1250660.0
