Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Change from Open,Gap,buffett_class,buffett_binary
JEF,,,,,10060000000.0,16.9,48.77,-0.0025,332475.0,11.59,0.76,1.03,0.99,0.78,5.75,-0.1862,0.7288,-0.0032,0.2214999999999999,0.1851,0.0331,0.0097,0.0638,0.0250999999999999,,,1.51,3.43,0.9078,0.4572,0.0661,,1.45,1.9,-0.0262,-0.0289,-0.2336,-0.411,0.2398,45.38,0.03,-0.0329,0,0
JHX,,,,,10090000000.0,24.01,23.47,-0.0124,1427444.0,13.54,2.36,2.61,4.67,12.91,28.09,0.0096,0.153,0.1244,0.1018999999999999,0.0859,,0.0834,0.2105,0.1268,2.1,1.67,0.54,0.56,0.3881,0.1863,0.1092,,1.76,0.89,-0.0369,-0.0393,-0.2615,-0.4613,0.1902,42.49,0.0038,-0.016,0,0
JNJ,,,,,368080000000.0,17.01,152.98,0.0024,3055770.0,13.78,2.88,4.12,4.71,9.49,18.07,0.0633,0.0461,0.0055,0.059,0.0203,0.0336,0.1193,0.2945,0.1873,1.26,1.03,0.49,0.67,0.6823999999999999,0.2382999999999999,0.2441,,0.41,2.8,-0.0029,-0.0191,-0.0236,-0.0997,0.0877999999999999,48.22,0.0002,0.0026,2,1
JNPR,,,,,12000000000.0,34.31,35.9,-0.0021,668545.0,16.28,3.34,2.31,2.48,7.66,17.79,0.206,0.0628,-0.0278,0.1027999999999999,0.0292,0.0253,0.0361,0.0758,0.0557,1.49,1.16,0.31,0.39,0.5870000000000001,0.0875,0.0678,,0.78,0.4,-0.0093,0.0056,-0.035,-0.0975,0.0745,48.61,0.0079,-0.0095,0,0
JPM,,,,,725860000000.0,12.82,261.19,0.002,3418853.0,13.32,2.49,2.55,2.19,,26.92,0.0171,0.0582,0.1299,0.0516,0.1682999999999999,0.0218,0.0141,0.1725,0.0735,1.21,,1.25,2.96,,0.2848,0.2044,,1.08,5.87,0.0194,0.0697,0.0984999999999999,-0.0676,0.369,60.5,0.0176,-0.0148,0,0
K,,,,,28540000000.0,20.73,82.28,0.0024,1031961.0,20.72,12.19,2.26,7.29,86.49,33.07,-0.0254,0.0392,0.0676,0.017,-0.011,0.0279999999999999,0.0896,0.3904999999999999,0.1467,0.8,0.52,1.4,1.59,0.3609,0.1503,0.1092,,0.29,0.35,-0.0017,-0.0015,0.0123,-0.0113999999999999,0.4702,47.92,-0.0006,0.0029,0,0
KDP,,,,,44750000000.0,29.84,32.94,-0.002,3622024.0,15.16,4.7,2.88,1.83,60.97,24.58,0.0617,0.0646,0.0356999999999999,0.0634,0.067,0.0283,0.0283999999999999,0.0613,0.0398,0.47,0.29,0.55,0.72,0.522,0.2302,0.0969,,0.5,0.61,-0.0255,-0.0369,-0.0327,-0.1402,0.0926999999999999,38.55,-0.0012,-0.0018,0,0
KEY,,,,,17200000000.0,,15.69,0.0003,5519366.0,9.14,,1.86,1.06,,75.73,0.2418,0.2023,,0.1861,0.0462,0.0527,0.0001,0.0014,-0.0038,0.62,,0.65,0.78,,-0.0069999999999999,-0.0128,,1.07,0.46,-0.0037,0.0252,-0.0659,-0.2173999999999999,0.2324,50.6,0.0263,-0.0260999999999999,0,0
KEYS,,,,,27660000000.0,37.55,160.06,-0.0104,273770.0,20.27,3.02,5.41,5.03,8.86,20.53,0.1182,0.1253999999999999,0.0153,0.1241,0.0336,,0.076,0.143,0.0905,3.37,2.74,0.5,0.5,0.6631,0.1271,0.1452999999999999,,1.11,4.64,0.0289999999999999,0.0767,0.0209,-0.1407,0.3364999999999999,60.38,0.0113,-0.0218,0,0
KGC,,,,,18130000000.0,15.07,14.78,0.0207,10210650.0,12.01,0.95,3.25,2.52,25.63,11.78,0.6918000000000001,0.0681,0.0628,0.1581,0.1185,0.0081,0.1125,0.1812,0.1434,2.7,1.1,0.17,0.17,0.3596,0.3368,0.2173999999999999,,0.63,0.55,0.0233999999999999,0.0810999999999999,0.3492,-0.0761,1.0479,56.88,-0.0064,0.0249,0,0
KHC,,,,,31100000000.0,11.91,26.28,-0.0083,5643686.0,9.84,,1.22,0.63,11.03,9.83,-0.153,0.0299,0.0739,-0.0292,0.0072,0.061,0.0294,0.0536,0.0377,1.31,0.81,0.42,0.44,0.3464,0.2086,0.1043999999999999,,0.24,0.6,-0.0599,-0.0935,-0.1687,-0.2807,0.0037,29.91,-0.0081,-0.0004,3,1
KIM,,,,,13890000000.0,26.84,20.53,-0.0038,1022767.0,27.85,1.84,6.64,1.32,104.87,19.28,0.2673999999999999,0.0579999999999999,-0.0713999999999999,0.146,0.1309,0.0493,0.0281,0.0519,0.0278,,,0.75,0.77,0.3997,0.3261,0.2465,,1.28,0.5,-0.0175,-0.0059,-0.0885,-0.2024,0.1549,45.41,0.0051,-0.0087,0,0
KKR,,,,,104900000000.0,51.06,117.78,-0.0036,1516071.0,17.68,2.66,6.37,4.2,5.7,13.33,0.0858,0.3051999999999999,-0.0151,0.1918,1.17,0.0064,0.0062,0.0902999999999999,0.0282,,,1.84,1.86,0.4404,0.2405,0.1332,,1.89,4.65,-0.0155,0.0358,-0.1137,-0.3092,0.3665,49.37,0.0231,-0.0266,0,0
KLAC,,,,,100240000000.0,27.55,758.02,-0.0124,467758.0,22.78,1.67,8.67,24.99,24.84,28.5,0.3646,0.0255,0.2203999999999999,0.1651,0.1732999999999999,0.0089,0.2452,1.041,0.3677,2.49,1.68,1.51,1.52,0.6112,0.4201,0.3202,,1.4,25.92,0.0249,0.0817,0.0641,-0.1556,0.3728,55.87,0.0121999999999999,-0.0256999999999999,0,0
KMB,,,,,46900000000.0,19.26,141.35,0.0113999999999999,1348461.0,18.47,5.09,2.37,42.54,83.18,19.58,-0.0266,0.0753,0.0389,0.0378,0.0171,0.0355,0.1476,2.2984,0.3251,0.76,0.49,5.89,6.58,0.358,0.1457,0.1248,,0.38,2.97,0.0441999999999999,0.0271,0.0283999999999999,-0.0622,0.1369,60.22,0.0070999999999999,0.0024,0,0
KMI,,,,,61850000000.0,24.07,27.83,0.0181,4046990.0,20.56,2.99,3.99,2.02,209.74,26.1,0.1036,0.0673,0.04,0.0803999999999999,0.0569,0.042,0.0359,0.0843,0.0424,0.45,0.35,0.98,1.08,0.3608,0.286,0.1657999999999999,,0.74,0.65,0.0186,0.0203,0.0775,-0.1155,0.4788,56.15,0.0181,0.0004,0,0
KO,,,,,309420000000.0,28.78,71.89,0.0105,5251577.0,22.46,4.73,6.63,11.8,22.43,,0.0301,0.0782,0.0354,0.0608,0.051,0.0283,0.1072,0.4097999999999999,0.1546,1.1,0.89,1.66,1.87,0.6117,0.2471,0.2311,,0.46,1.2,0.0069999999999999,0.0112,0.0575,-0.0341,0.1853,53.27,0.0060999999999999,0.0038,3,1
KR,,,,,45880000000.0,18.74,68.91,0.0141,2529567.0,13.34,2.42,0.31,5.48,8.7,24.46,0.0622,0.0871,0.1251,0.0773,0.0384,0.0195,0.0499,0.2659,0.0814,0.96,0.52,2.92,3.03,0.205,0.0315,0.018,,0.59,1.6,-0.0184,0.0021,0.1246,-0.0644,0.4048,47.95,-0.0023,0.0162,0,0
KVUE,,,,,45560000000.0,43.27,23.73,0.0098,3642624.0,19.4,9.37,2.98,4.53,43.1,31.55,0.0002,0.0725,-0.0666,0.0462,0.0156,0.0345,0.0394,0.1022,0.0642,0.86,0.6,0.64,0.88,0.5818,0.171,0.069,,0.93,0.6,-0.0007,0.0192999999999999,0.0525,-0.0567999999999999,0.3435,51.81,0.0042,0.006,0,0
LDOS,,,,,19580000000.0,15.31,152.09,-0.0392,818355.0,13.06,2.19,1.15,4.59,21.14,15.84,0.0658,0.0674,0.1492,0.0698,0.085,0.0107,0.1025,0.3131,0.135,1.54,1.42,1.32,1.35,0.1723,0.114,0.0787,,0.66,3.77,-0.0116,0.0518,-0.0023,-0.2515,0.2285,50.74,-0.0210999999999999,-0.02,0,0
LEN,,,,,27520000000.0,7.64,104.87,-0.004,612668.0,9.03,109.1,0.77,1.22,10.73,15.1,-0.2803,0.1741,0.2004,0.0007,0.1023,0.0191,0.1,0.1497,0.1421,3.32,0.74,0.14,0.17,0.2195,0.1288,0.1032,,1.37,3.06,-0.0355,-0.0494,-0.263,-0.4365,0.0662,40.98,0.0074,-0.0107,0,0
LHX,,,,,44410000000.0,28.15,237.55,-0.0069,979329.0,19.53,17.6,2.09,2.33,85.9,19.57,-0.1992,0.1598,0.1646999999999999,0.016,0.3132,0.0206,0.0385999999999999,0.0849,0.0533,1.02,0.85,0.57,0.64,0.2244,0.1035,0.0755,,0.73,5.57,0.0617999999999999,0.0949,0.0558,-0.1059,0.2306,75.42,0.0026,-0.0092,0,0
LI,,,,,24040000000.0,27.42,28.78,0.0038,1094723.0,14.94,1.45,1.2,2.45,1.56,,-0.0381,0.4376,,0.1889999999999999,7.3404,,0.0526,0.1229,0.0955,1.82,1.71,0.21,0.42,0.2053,0.0441,0.0556,,0.97,0.84,0.0688,0.1286999999999999,0.1827,-0.1301,0.652,64.33,0.0049,0.0,0,0
LIN,,,,,215960000000.0,33.29,458.79,-0.0005,528048.0,25.6,4.06,6.54,5.69,40.82,44.0,0.0574,0.0934,0.2658,0.0819999999999999,0.0336,0.0131,0.0810999999999999,0.172,0.1188,0.94,0.8,0.46,0.63,0.3693,0.2659,0.2002,,0.98,8.09,0.0132,0.0149,0.0097,-0.0578,0.124,55.52,0.0127,-0.0118,0,0
LINE,,,,,10360000000.0,,45.34,-0.0066,221488.0,1475.91,,1.95,1.21,52.61,,0.9758,1.3425,,,0.1383,0.0466,-0.0351,-0.0972,-0.0424,0.99,0.86,0.81,0.84,0.1705999999999999,0.0613,-0.1242,,,2.05,-0.0378,-0.1424,-0.2996,-0.4955,0.0779,37.17,-0.0006,-0.0064,0,0
LKQ,,,,,10390000000.0,15.05,40.26,-0.0062,750874.0,10.52,2.68,0.74,1.68,45.77,18.36,0.0126,0.0858,0.0848,0.0562,0.0304,0.0298,0.0455999999999999,0.1137,0.0625,1.52,0.56,0.82,0.95,0.3671,0.0935,0.0496999999999999,,0.98,1.0,0.0003,-0.0144999999999999,0.0179,-0.1369999999999999,0.1319,46.61,0.0093,-0.0156,0,0
LLY,,,,,676800000000.0,59.16,714.12,-0.0015,1532393.0,24.05,1.43,13.8,42.9,209.91,180.94,0.6786,0.3604,0.1877,0.4143,0.1553999999999999,0.0092,0.1449,0.7773,0.221,1.37,1.06,2.19,2.44,0.8170000000000001,0.4025,0.2266,,0.41,28.75,-0.0795,-0.0993,-0.1477,-0.2663,0.0538,38.46,0.0049,-0.0073,0,0
LMT,,,,,109720000000.0,20.23,468.29,-0.0046,352025.0,15.62,1.55,1.53,16.31,60.81,21.99,0.2282999999999999,0.0931,0.0032,0.13,0.0356,0.0285,0.0986,0.8255,0.2171,1.08,0.91,2.79,3.04,0.1023,0.1023,0.0766,,0.28,10.41,-0.0053,0.0123,-0.0793,-0.2435999999999999,0.1177,50.38,0.0004,-0.0053,0,0
LNG,,,,,50760000000.0,16.72,228.85,0.0015,633952.0,16.69,,3.0,9.12,17.67,16.01,-0.1885,0.1882,0.4140999999999999,-0.0105,0.2361,0.0091,0.0718,0.6313,0.0994999999999999,1.19,1.06,4.59,4.71,0.3196,0.2926,0.1838,,0.42,5.98,-0.0215,0.0027,0.0868,-0.1127,0.4939,46.57,0.002,-0.0015,0,0
LNT,,,,,15770000000.0,21.18,61.4,0.0031,355595.0,17.87,3.2,3.87,2.22,631.09,,0.0565,0.0701,0.0283999999999999,0.0663,0.0206,0.0331,0.0338,0.1071,0.0475,0.34,0.24,1.21,1.5,0.2764999999999999,0.2473999999999999,0.1826,,0.57,1.34,0.0011,-0.0056999999999999,0.0162,-0.0766,0.2527,49.56,-0.0028,0.0065,0,0
LOW,,,,,123910000000.0,18.34,221.39,-0.0106,1323945.0,16.57,2.59,1.49,,36.17,18.53,0.0227,0.0888,0.1737,0.0706,0.0366,0.0213,0.1505,,0.3257,1.01,0.19,,,0.3127,0.1217,0.0819999999999999,,0.93,5.68,-0.0236,-0.0168,-0.1118,-0.2289999999999999,0.0722,43.17,0.0017,-0.0127,0,0
LRCX,,,,,103700000000.0,22.59,81.07,-0.018,3828249.0,20.15,1.44,6.05,10.93,19.02,27.33,0.324,0.0027,0.1617,0.157,0.1085,0.0112,0.2435999999999999,0.5314,0.3518,2.45,1.64,0.39,0.47,0.4805,0.3087999999999999,0.2719,,1.67,2.72,0.034,0.1006,0.054,-0.2821,0.4403,58.91,0.0131,-0.0302,0,0
LULU,,,,,39140000000.0,21.41,312.44,-0.025,928994.0,19.49,4.23,3.69,8.76,19.71,24.7,0.009,0.0847,0.2432,0.0506,0.2221,,0.247,0.4242,0.3226,2.16,1.38,0.3,0.36,0.5920000000000001,0.2419,0.1714,,1.26,10.55,0.0559999999999999,0.0769,-0.0141999999999999,-0.2621,0.3821,58.67,-0.0005,-0.0247,0,0
LUV,,,,,17630000000.0,36.73,30.93,-0.009,4274456.0,12.4,0.7,0.64,1.88,2.14,,0.231,1.1118,-0.2929,0.5216,0.1611,0.0237999999999999,0.0159,0.0562999999999999,0.0382,0.77,0.72,0.54,0.85,0.1809,0.0286,0.02,,1.2,1.12,0.0146,0.0375999999999999,0.0155,-0.143,0.3128,55.09,0.0123,-0.0202,0,0
LVS,,,,,28290000000.0,22.31,40.03,-0.0014,1732771.0,14.07,2.45,2.53,10.49,9.32,27.15,0.0977,0.1419,-0.1093,0.091,0.2475,0.0245,0.0613999999999999,0.3921,0.0962,0.59,0.59,4.02,5.13,0.3599,0.21,0.1164,,1.01,1.15,0.0062,0.0509,-0.104,-0.2927,0.3265999999999999,54.02,0.0163999999999999,-0.0175,0,0
LYB,,,,,17910000000.0,17.23,55.72,-0.0108,1460652.0,9.16,2.99,0.47,1.48,9.6,11.93,-0.3693999999999999,0.5106,-0.154,0.0578,0.0702,0.0975,0.0252,0.0719,0.0436,1.83,1.04,0.99,1.04,0.1011,0.0544,0.0278,,0.82,2.01,-0.036,-0.0948,-0.2908,-0.4439,0.0931,39.21,0.0081,-0.0162,0,0
LYG,,,,,63990000000.0,,4.26,0.0034999999999999,20110105.0,8.36,,2.03,1.05,,,0.2246,0.3067,0.1258,0.2382,0.1555,0.0434,0.0043,0.0873,0.0292,1.63,,1.75,2.56,,0.2377,0.1566,,1.06,0.09,0.0746,0.1153,0.3286,-0.0034999999999999,0.6659999999999999,72.68,0.0179,-0.0141,0,0
LYV,,,,,33500000000.0,49.49,144.54,0.0007,818743.0,48.79,3.53,1.47,316.1,4.67,25.13,-0.2266,0.3983,,0.1402999999999999,0.7143,,0.0331,8.2753,0.0892,0.96,0.96,72.29,78.25,0.2304,0.0572,0.0305,,1.47,3.95,0.0385999999999999,0.0993999999999999,0.1543,-0.083,0.6664,63.3,0.0144999999999999,-0.0127,0,0
MA,,,,,514179999999.99994,39.72,566.25,-0.0068,885422.0,30.4,2.8,17.69,77.2,61.17,34.32,0.091,0.1689999999999999,0.1182,0.142,0.1137,0.0053,0.2885999999999999,1.8892,0.516,1.11,1.11,2.82,2.82,0.9671,0.5769,0.4524,,1.05,10.71,0.0002,0.0441999999999999,0.0821,-0.0382,0.3197,54.36,0.0026,-0.0098999999999999,1,1
MAR,,,,,70850000000.0,29.46,258.69,-0.0077,634789.0,22.69,2.71,2.79,,135.36,38.45,0.0819,0.1286,0.1702,0.1086999999999999,0.1027999999999999,0.0101,0.0944999999999999,,0.2112,,,,,0.1957,0.154,0.0975,,1.42,6.65,0.0018,0.0662,-0.002,-0.1586999999999999,0.2648,53.82,0.0118999999999999,-0.0192,0,0
MAS,,,,,13040000000.0,16.89,61.79,-0.0141,614702.0,15.21,3.5,1.69,,34.57,15.46,-0.1344999999999999,0.1447,0.1137,0.0483,0.0347,0.0196,0.1519,,0.2717,1.75,1.09,,,0.3622999999999999,0.1729,0.1028999999999999,,1.2,2.02,-0.0263,-0.0453,-0.1755999999999999,-0.2871,0.093,42.76,0.0078,-0.0215,0,0
MBLY,,,,,12630000000.0,,15.55,-0.0275,1405605.0,38.93,,6.85,1.05,8.39,32.05,0.1493,0.3969,-0.5611,0.3693,0.158,,-0.2135999999999999,-0.2218,-0.2468,7.64,6.38,0.0,0.0,0.4549,-0.2207,-1.605,,0.43,0.81,0.0060999999999999,0.067,0.0260999999999999,-0.5299,0.4919,53.33,-0.0048,-0.0175,0,0
MCD,,,,,225210000000.0,27.78,314.97,0.0021,1418658.0,23.65,3.78,8.75,,181.79,33.57,0.0509,0.0807,0.0766,0.0735,0.0446,0.0227,0.1485999999999999,,0.1681,1.18,1.17,,,0.5627,0.4589999999999999,0.3175,,0.56,5.33,-0.0013,0.01,0.0511,-0.0356,0.2923,50.77,-0.0012,0.0024,0,0
MCHP,,,,,30210000000.0,,56.17,-0.0323,5569667.0,22.23,,6.85,5.0,39.08,31.08,0.0399,0.852,,0.3464,0.011,0.0329,-0.0,-0.0001,-0.0002,2.59,1.47,0.8,0.8,0.6049,0.0852999999999999,-0.0006,,1.45,2.73,0.0377,0.1459,-0.1052999999999999,-0.4422,0.6437999999999999,56.55,0.0056999999999999,-0.0391,0,0
MCK,,,,,89740000000.0,27.78,717.27,0.0093,343798.0,17.16,2.22,0.25,,15.08,16.18,0.1267,0.1232,0.3907,0.1253,0.0932,0.0034999999999999,0.0462,,0.8521,0.9,0.53,,,0.0341,0.0115,0.0092,,0.49,16.74,0.0151,0.0417,0.1998,-0.0182,0.5454,57.75,0.0034,0.0065,0,0
MDB,,,,,15080000000.0,,184.5,-0.0216,600548.0,54.59,,7.5,5.33,6.44,124.74,-0.287,0.2927,0.1121,0.0803999999999999,0.3705,,-0.0409999999999999,-0.067,-0.0454,5.0,5.0,0.02,0.03,0.7315999999999999,-0.1076999999999999,-0.0643,,1.4,7.45,0.0126,0.0447,-0.253,-0.5136,0.3096,52.23,-0.0008,-0.0216,0,0
MDLZ,,,,,85710000000.0,24.6,66.19,0.0108,2981979.0,19.94,9.45,2.35,3.32,52.7,25.85,-0.1012,0.0982,0.049,0.026,0.072,0.0289,0.0491,0.1326999999999999,0.0852999999999999,0.61,0.4,0.64,0.78,0.32,0.129,0.0988,,0.49,1.26,-0.0,-0.0004,0.0009,-0.1303,0.2261,50.98,0.0087,0.0014,0,0
MDT,,,,,103200000000.0,22.25,80.46,-0.0055,4614470.0,13.36,3.91,3.07,2.15,11.5,19.89,0.0166,0.0778,0.0037,0.0569,0.0304,0.0347,0.0513,0.0949,0.0633,1.85,1.42,0.53,0.59,0.6755,0.1944,0.139,,0.81,1.89,-0.0455999999999999,-0.0615,-0.0779,-0.1646999999999999,0.0584,36.1,-0.0028,-0.0036,0,0
MET,,,,,51930000000.0,12.59,77.36,-0.0039,1401185.0,7.49,1.06,0.71,1.89,,3.05,0.1246,0.1274,-0.0038,0.1186999999999999,0.0045,0.0292,0.0066,0.1607999999999999,0.092,4.13,,0.7,0.72,,0.0947,0.0586,,0.84,1.99,-0.0109,-0.0014,-0.0378,-0.1311,0.1865,47.81,0.0187,-0.022,0,0
META,,,,,1588720000000.0,24.65,631.91,-0.0073,5137402.0,22.33,2.45,9.32,8.62,22.6,30.37,0.0713999999999999,0.1067,0.2999,0.1006,0.1906,0.0027,0.2648999999999999,0.3983,0.2865,2.66,2.66,0.26,0.27,0.8175,0.43,0.3911,,1.25,20.15,0.0346,0.0919,0.0695,-0.147,0.4277,59.99,0.0128,-0.0197,0,0
MFC,,,,,53740000000.0,16.27,31.18,0.0079,529947.0,9.81,1.94,1.41,1.73,,2.66,0.0715,0.0883,-0.0008,0.0837,-0.0103,0.0404,0.0054,0.1017,0.0748,196.35,,0.28,0.28,,0.1625,0.0892,,0.98,0.76,-0.0025,0.0282,0.0435,-0.0561,0.3397,53.0,0.0220999999999999,-0.0129,0,0
MFG,,,,,68069999999.99999,11.81,5.43,0.0084,1506312.0,9.03,1.16,1.2,0.97,,,0.1238,0.1143,0.0713999999999999,0.1015,0.1314,0.0381,0.0031,0.0844999999999999,0.0306999999999999,2.01,,1.71,6.08,,0.1253999999999999,0.1027,,0.41,0.13,0.0588999999999999,0.0492,0.1201,-0.1069,0.5739,62.83,0.0187999999999999,-0.0093,0,0
MGA,,,,,10010000000.0,8.88,35.52,-0.0042,412345.0,6.18,1.55,0.24,0.85,9.45,6.82,-0.1436,0.2403,-0.0891,0.0572,0.0226,0.0483,0.0354,0.0984999999999999,0.066,1.06,0.74,0.48,0.64,0.0978,0.0481,0.0273,,1.47,1.01,0.0083,0.0268,-0.1009,-0.2478,0.1687,52.82,0.0165,-0.0204999999999999,0,0
MKC,,,,,19040000000.0,24.37,70.99,-0.0045,1850442.0,21.38,3.49,2.83,3.51,185.11,29.32,0.0327,0.0894,0.0222,0.0697,0.0478,0.0254,0.0608999999999999,0.1473,0.0921,0.65,0.25,0.57,0.79,0.3859,0.1572,0.1167,,0.69,1.69,-0.0496999999999999,-0.0754,-0.0938,-0.1767,0.0615,34.41,-0.005,0.0007,0,0
MMC,,,,,113190000000.0,28.18,229.72,0.0055,767701.0,22.13,3.21,4.52,8.05,70.58,27.1,0.088,0.0843999999999999,0.1914999999999999,0.0878999999999999,0.0801,0.015,0.0773,0.3051,0.1172,,,1.45,1.59,,0.2532999999999999,0.1614999999999999,,0.82,4.47,0.0127,0.0007,0.021,-0.0735,0.1387,53.67,0.0063,-0.0006,0,0
MMM,,,,,79980000000.0,18.77,148.62,-0.0077,964435.0,17.77,2.44,3.26,17.9,11.38,,0.0501999999999999,0.0902,-0.0067,0.077,-0.0429,0.0204999999999999,0.0929,0.9475,0.2537999999999999,1.66,1.25,2.85,3.15,0.4082,0.2007999999999999,0.1779,,1.01,3.9,0.0232,0.0395,0.0793,-0.0501,0.5349,55.59,0.0093999999999999,-0.0177,0,0
MNST,,,,,61780000000.0,41.82,63.35,0.0076,1331006.0,30.26,3.56,8.28,9.46,32.42,34.34,0.144,0.1281,0.0801,0.1173,0.1239,,0.1648,0.2,0.2234,3.37,2.78,0.04,0.04,0.5464,0.2628999999999999,0.2027,,0.6,1.15,0.035,0.0694,0.1886,-0.0031,0.461,67.6,0.0097,-0.003,0,0
MO,,,,,100490000000.0,9.98,59.65,0.006,2063880.0,10.77,2.76,4.96,,21.24,11.88,0.0527,0.0272,,0.0361,0.0068,0.0699,0.282,,0.5113,0.57,0.47,,,0.7081000000000001,0.5796,0.503,,0.64,1.06,0.0098999999999999,0.0237999999999999,0.0966,-0.0269,0.3601,56.05,-0.0033,0.0086,0,0
MOS,,,,,11100000000.0,30.19,34.98,-0.0009,909960.0,12.81,3.33,1.0,0.94,41.42,52.2,0.3975999999999999,-0.0134,,0.0907,0.0948,0.0237,0.016,0.0308999999999999,0.024,1.12,0.44,0.3,0.41,0.1519,0.1056,0.0332,,1.13,0.94,0.0667,0.2018,0.2934,-0.0273,0.5644,75.6,0.0078,-0.0086,0,0
MPC,,,,,49020000000.0,22.41,159.56,0.0042,637103.0,13.66,1.69,0.36,3.01,12.86,10.99,-0.1644,0.4700999999999999,0.2052,0.1324,0.1217999999999999,0.023,0.0291,0.1236999999999999,0.0552,1.19,0.73,1.69,1.96,0.0578,0.0343,0.0177,,0.86,4.81,0.0504999999999999,0.1185,0.0484999999999999,-0.1293,0.3868,64.36,0.0138,-0.0091,0,0
MPLX,,,,,51890000000.0,11.74,50.83,0.0101,463390.0,10.44,1.72,4.54,3.74,20.4,10.69,0.0728,0.0742,0.325,0.0681,0.0523,0.0801,0.1176,0.3253999999999999,0.1299,1.08,1.04,1.46,1.66,0.4518999999999999,0.4027,0.3881,,0.68,1.19,-0.0031,-0.0134,0.0466,-0.0778,0.2666,48.57,0.0102,-0.0046,0,0
MRK,,,,,194900000000.0,11.3,77.62,-0.0029,4855728.0,7.99,0.97,3.06,4.04,20.9,11.45,0.1639999999999999,0.0916,0.1204,0.1166,0.0713999999999999,0.0404,0.1578,0.3931,0.2130999999999999,1.41,1.16,0.69,0.72,0.7468,0.3471,0.2733,,0.41,2.36,-0.0183,-0.0602,-0.2080999999999999,-0.4227,0.0601,45.7,0.005,-0.0066,0,0
MRNA,,,,,10060000000.0,,26.01,-0.0266,4965309.0,,,3.16,1.0,1.68,,-0.0794,0.2611,-0.4294,0.2077,6.6263,,-0.2281,-0.2934,-0.3118,4.22,4.14,0.07,0.07,0.4806,-1.1737,-1.0567,,1.88,1.82,-0.0004,-0.059,-0.4267,-0.8475,0.1226999999999999,48.68,-0.0012,-0.0262,0,0
MRVL,,,,,52480000000.0,,60.76,-0.0177,9158322.0,16.89,,9.1,3.92,55.36,37.59,0.7768,0.2898,,0.3978,0.1814,0.004,-0.0426999999999999,-0.0626,-0.0496,1.54,1.03,0.33,0.35,0.4131,-0.0635,-0.1535,,1.78,3.23,-0.0098,0.0049,-0.2686,-0.5233,0.2905999999999999,48.7,0.0118,-0.0289,0,0
MS,,,,,202620000000.0,14.82,126.29,0.0003,1542814.0,13.63,1.81,1.91,2.09,,,0.0882,0.0711,0.0889,0.0819,0.1555,0.0305,0.0113,0.1388,0.0333,1.48,,2.85,3.87,,0.1391,0.1286999999999999,,1.29,3.54,0.0197,0.0735,0.0579,-0.1116,0.3875,57.11,0.0174,-0.0177,0,0
MSFT,,,,,3364900000000.0,34.98,452.73,-0.0046999999999999,8553566.0,29.9,2.41,12.45,10.45,42.23,48.47,0.1341,0.1307,0.1845,0.1448,0.144,0.0073,0.1846,0.3361,0.2324,1.37,1.36,0.29,0.33,0.6907,0.4523,0.3579,,1.02,9.04,0.0336,0.1219,0.0881,-0.0337,0.3126,69.35,0.0056999999999999,-0.0107,1,1
MSTR,,,,,103150000000.0,,377.27,-0.0555,13450497.0,,,225.19,3.12,1661.17,,-1.6861000000000002,0.9761,,0.5533,-0.0087,,-0.2121,-0.2968,-0.128,0.66,0.66,0.24,0.24,0.7095,-0.1447,-11.6304,,3.82,22.42,-0.0492,0.0994999999999999,0.3257,-0.3037,2.6919999999999997,49.19,-0.0354,-0.0189,0,0
MT,,,,,23150000000.0,18.15,30.12,0.0053,1036318.0,6.11,0.39,0.37,0.47,3.57,51.81,1.3138999999999998,0.2601,,0.466,0.0008,0.0184,0.0146,0.026,0.0231,1.35,0.59,0.18,0.23,0.0926999999999999,0.053,0.0215,,1.64,0.75,-0.0121999999999999,0.0233999999999999,0.1568999999999999,-0.1369999999999999,0.4678,50.82,0.0169,-0.0113,0,0
MTB,,,,,28890000000.0,12.06,179.97,-0.0034999999999999,578656.0,9.71,0.97,2.19,1.1,,8.11,0.0928,0.1588,0.0125,0.1236999999999999,0.162,0.0306,0.0124,0.0939,0.0630999999999999,0.45,,0.36,0.42,,0.2516,0.1885,,0.6,4.42,0.0066,0.0406,-0.0275,-0.2026,0.2876,53.87,0.0162,-0.0194,0,0
MTZ,,,,,12080000000.0,56.52,153.1,0.0155,293133.0,21.9,2.18,0.97,4.2,34.88,13.09,0.5302,0.1545,-0.1679,0.2588,0.124,,0.0243,0.077,0.0412999999999999,1.22,1.18,0.79,0.91,0.0928,0.0379,0.0172,,1.74,5.88,0.0401999999999999,0.175,0.1778,-0.0841,0.6998000000000001,64.04,0.0252,-0.0107,0,0
